Date,volume_btc_bithumb,trade_value_krw_bithumb
2022-04-22,2628.36372299,133779574255.83905
2022-04-23,2693.23236274,134006425079.15616
2022-04-24,1593.13154812,79564419601.43068
2022-04-25,3139.06581196,154791739971.17523
2022-04-26,3295.50521504,166091369649.1006
2022-04-27,3691.55680359,181338471147.47202
2022-04-28,3643.92253824,182354966957.67352
2022-04-29,3490.25922605,175977055930.09332
2022-04-30,3568.50740049,177357103311.3619
2022-05-01,2484.18699023,122424169856.56062
2022-05-02,3304.03482966,163729257487.69336
2022-05-03,3214.9192303,158822532916.08374
2022-05-04,3316.75449682,163143301403.31238
2022-05-05,3441.27084622,173484002989.65015
2022-05-06,4892.6072773,231677214673.2521
2022-05-07,2598.27255079,121676651478.65384
2022-05-08,3104.7355837,142417641263.23248
2022-05-09,3947.80611028,174752784324.36603
2022-05-10,7514.15438397,313077703832.2772
2022-05-11,7975.48181984,327662994965.5028
2022-05-12,7201.9733695,278276088086.00037
2022-05-13,6196.4281498,243717510003.51407
2022-05-14,3096.54873861,121850505118.94989
2022-05-15,2293.1558944,90559954123.50056
2022-05-16,2981.18126045,118322466753.60098
2022-05-17,3889.30618736,152602973299.51346
2022-05-18,4068.52036148,157276838521.31708
2022-05-19,4434.06928488,166386822725.15836
2022-05-20,4346.89058108,168360697048.10535
2022-05-21,3544.21225907,133940952406.17332
2022-05-22,3634.49948979,138812472469.1237
2022-05-23,4030.06047243,156359591599.7532
2022-05-24,3678.97866612,138260447880.38077
2022-05-25,3538.29786062,133610715897.89616
2022-05-26,4740.88160432,178668623550.2173
2022-05-27,5811.00142958,217215888825.71088
2022-05-28,3987.27649091,146901647915.04013
2022-05-29,3859.93677775,142948307482.38483
2022-05-30,4357.85230076,165299355492.7945
2022-05-31,3950.70966994,155831072563.75656
2022-06-01,2569.33143483,102419767676.13832
2022-06-02,4045.98871179,153798500144.23126
2022-06-03,2674.08992993,101845760504.89432
2022-06-04,1457.86219899,55087394554.42062
2022-06-05,762.27989286,28799957943.37485
2022-06-06,2300.56843743,89904091749.45996
2022-06-07,3060.10210843,116999672598.43668
2022-06-08,3870.13421665,150445336421.13516
2022-06-09,1772.20764574,68149914955.61447
2022-06-10,1976.21637002,75355001133.87257
2022-06-11,2409.74538078,90292181761.67084
2022-06-12,2918.45131809,105658349239.80203
2022-06-13,8133.46832038,267325163598.89615
2022-06-14,10415.10590254,304852481779.29114
2022-06-15,8418.68180614,234323826032.4831
2022-06-16,7952.06058165,224095206426.3938
2022-06-17,5595.95845782,152148716103.97913
2022-06-18,4956.88224972,129455645801.99216
2022-06-19,8318.07278203,206123759636.25143
2022-06-20,7110.99970833,187297340668.78195
2022-06-21,5691.61605859,153517513433.80893
2022-06-22,4836.4793723,129955425584.55196
2022-06-23,4808.49688909,127850423534.78406
2022-06-24,4392.15183616,119729774120.9443
2022-06-25,3225.39982347,89048403093.53198
2022-06-26,2183.24990949,60661100637.39291
2022-06-27,3250.20481391,89350714045.18967
2022-06-28,2363.47039259,63958149033.49348
2022-06-29,3603.27983787,95437310612.69028
2022-06-30,4007.60970735,103362484673.70947
2022-07-01,5389.97174636,138413597819.5223
2022-07-02,1986.44266604,50648539304.50644
2022-07-03,1555.85053558,39427861767.86865
2022-07-04,2123.08717156,54038185254.28778
2022-07-05,3469.09454225,90756022614.40216
2022-07-06,4985.55188559,132147033451.01036
2022-07-07,4467.68829673,119798094019.38799
2022-07-08,7577.14416545,213538047497.66455
2022-07-09,6478.16847139,183482149396.36182
2022-07-10,3575.11229038,100147676365.96294
2022-07-11,4539.57387022,123119475582.65915
2022-07-12,5215.71608185,138135741235.97055
2022-07-13,5764.30188873,149148639552.457
2022-07-14,5492.57128163,144359465921.7748
2022-07-15,6394.60553679,174149588527.10315
2022-07-16,1639.63883194,44848102691.27806
2022-07-17,3110.47162348,87192913617.56546
2022-07-18,5519.49259457,156893002398.9842
2022-07-19,7423.21089677,214937676348.28644
2022-07-20,7861.54234855,241856432419.3917
2022-07-21,6974.70648562,212764497501.97638
2022-07-22,5658.79240183,172743948850.7431
2022-07-23,3985.90235025,119949241700.45041
2022-07-24,4273.094464,127096518464.97018
2022-07-25,4523.70110725,132916618585.49117
2022-07-26,5212.06432447,148500777529.22864
2022-07-27,4558.36792028,128721119074.15585
2022-07-28,6334.72294268,189922270669.21335
2022-07-29,6151.59086724,192857194828.98245
2022-07-30,3705.24032003,117305430647.2899
2022-07-31,4681.20306473,147538952605.18646
2022-08-01,4094.42329792,126672193882.26097
2022-08-02,4015.50381071,122688349452.52043
2022-08-03,4817.90381827,148516719776.1425
2022-08-04,4395.18411172,135677923745.77751
2022-08-05,3972.73570492,121396623381.81474
2022-08-06,2778.41520869,85225457889.78242
2022-08-07,2652.21987046,81155172061.63731
2022-08-08,7299.42215073,229873896321.00168
2022-08-09,11457.01743316,361101807033.0222
2022-08-10,3119.27253716,97219325792.72768
